PMCID,ID,Label,Selected Text,Start,End,Valid Prompt
2866241,12350,significantly increase,global assessment of syringe usability showed highly statistically significant differences (P < 0.0001) in favour of HC,6074,6193,True
3575612,13494,no significant difference,"The combination of grape extract and low-dose pterostilbene decreased BUN by 7.1% from baseline (P = 0.01), but this reduction was not significant when compared to placebo (P = 0.20).",13480,13698,True
1794469,11343,significantly decreased,"central venous catheter-associated blood stream infection in 16%, which were all significantly increased compared with the ultrasound group (p < 0.001",7558,7728,True
1794254,11234,,Total sodium excretion during URO and placebo infusions is shown in Figure 3 no figure 3,-1,-1,False
5516151,13664,no significant difference,Acute rejection rates and safety profiles of belatacept‐ and cyclosporine‐based treatment were similar,10983,11085,True
5976302,13659,significantly increase,"the treatment group exhibited significant improvement in pain/comfort (P = .048), physical health (P = .035), stair ascent time (P = .015",5955,6143,True
1914252,11464,significantly decreased,"Lipid levels decreased significantly in the aggressive treatment group (LDL-C reduction 20.8%; P < 0.001),",4928,5052,True
4745915,13840,no significant difference,"No significant differences could be detected for the fold change of CCR5+ and CD86+ pDC nor for the secreted amount of IL-6, IL-12p70, TNF-α, IFN-α, caspase-1, and MMP-9 upon IQ stimulation between trained and sedentary MS patients after 12 weeks",39658,39961,True
4710520,13442,no significant difference,"Diurnal systolic and diastolic BP were lower in the DTFC group than the latanoprost group; however, the difference between the groups was not statistically significant.",5965,6134,True
4861263,12688,significantly increase,Three IM immunizations of CN54 gp140 at either 20 or 100 μg elicited significantly greater systemic and mucosal antibodies than either IN or IVAG immunizations.,17377,17538,True
5866733,13627,no significant difference,"Serum AST, ALT, ALP, CK-MB, and TnI levels demonstrated no significant difference between the 2 groups",14481,14584,True
3770450,13466,no significant difference,"Osteocalcin
22.8 ± 1.0
22.9 ± 0.8
NS
CTX
0.38 (0.33–0.43)
0.39 (0.34–0.43)
NS",16716,-1,True
4644318,13801,no significant difference,"Number of patients with improved disability (measured by ODI < 20%) was not significantly different in PIL group (78% of cases) compared to the TF group (76% of cases), at 4 weeks (P = 0.21).",5624,5816,True
5644405,13240,significantly decreased,The end-pressure difference (intraocular pressure at 60 minutes vs. baseline) was significantly greater in the tube group (5.6 ± 3.6 mmHg; 41% change) than in the trabeculectomy group (3.2 ± 4.7; 23% change; P = 0.03).,4814,5052,True
3580751,11789,significantly increase,"All-cause mortality and length of stay increased (P = 0.028 and P = 0.038, respectively) in unit A between periods 1 and 2. In unit B, no change in mortality was observed (P = 0.22), while length of stay decreased between periods 1 and 2 (P = 0.002).",5451,-1,True
3525031,13581,no significant difference,Between groups differences in each follow up time were not statistically significant.,4747,4833,True
4301466,13157,no significant difference,"Defecation frequency was lower, but this was not significant",6150,6210,True
1626393,11358,significantly decreased,"The remediation group had a significant decrease in symptom days (p = 0.003, as randomized; p = 0.004, intent to treat) after remodeling, whereas these parameters in the control group did not significantly change.",6166,6414,True
3724383,13825,significantly increase,there was a better global improvement in the synbiotic + mineral oil group (P < 0.05).,5091,5198,True
4710815,13701,no significant difference,"Although the incidence of cardiac disorders was higher in the HandiHaler group (n=5 vs 2), the very small number of cardiac deaths, the small absolute risk difference and the wide CIs around the HRs, do not indicate any significant difference",33037,33280,True
4627615,13885,no significant difference,No adverse event reported after administration of the buccal spray or soft gelatin capsule,36743,36834,True
4265717,13571,significantly decreased,"70% reduction in UDI and IIQ scores was significant in the urodynamic testing group at 86.7% and 73.3%, respectively, compared with only 60.0% and 46.7%, respectively, in the office evaluation only group (p=0.001 and p=0.001).",19775,20003,True
5735484,13416,no significant difference,"Time for the first analgesic request was shorter in Group I (2.83 h) compared to Group II (4.43 h) and Group III (3.98 h), but there was no significant difference between the groups (P = 0.161) [",16902,17114,True
3641305,13758,significantly increase,"INH-DILI occurred in 78 % of the slow acetylators in the STD-treatment, while none of the slow acetylators in the PGx-treatment experienced either INH-DILI or early treatment failure",6282,6464,True
3651308,11692,no significant difference,There was no significant difference in IBS SSS or IBS-QOL score between medication or website groups,6159,6260,True
5827507,13501,significantly decreased,Synergistic use of 5% KNO3 and diode laser (Group 3) significantly reduced the DH pain,4563,4660,True
4588430,13579,no significant difference,"there was no evidence of difference in QOL scores (estimated treatment effect in favour of the telephone consultation group was 5.7 points, 95% CI − 2.9 to 14.3; p = 0.19).",5658,5831,True
529310,11479,significantly increase,"After the treatment the KPS is 89.00 ± 9.92 in the trial group, and 84.17 ± 8.84 in the control group, with a significant difference between the two groups (P = 0.028).",5637,5823,True
4354432,13694,no significant difference,No clinically significant findings for vital signs or physical examination results were observed,21526,21623,True
4733222,12654,,Participants held more positive attitudes toward the ePaper-based program than the app-based program. No data,-1,-1,False
5834094,11724,no significant difference,There was no difference between operator perception accuracy of the orientation of the axis of maximal gradient of a scalar field represented with colour mapping and dot mapping,33293,33470,True
3499555,13433,significantly decreased,"IncellDx mRNA positivity was almost half of CLART2 DNA positivity (29.7% vs. 55.5, p<0.001), significantly lower than HR DNA positivity (50.6%, p<0.001) and higher than HPV16 or 18 DNA positivity (20.1%, p<0.001)",36521,36733,True
1936284,11361,significantly decreased,Children treated with B. clausii had shorter duration of RI in comparison with the control group both during the treatment phase (mean 11.7 days vs 14.37; p=0.037) and the follow-up period (mean 6.6 days vs 10.92; p=0.049).,4131,4373,True
5777424,13842,significantly increase,"In regards to bleaching effectiveness, the bleaching procedure carried out in this study was able to significantly reduce the shade scores from the bleach guide,",35220,35381,True
4431716,12506,significantly decreased,"there were significant reductions with treatment as compared to usual care in cost (difference between study and control group: 1,586.01€; 95% CI 1,087.18 to 6,277.28; p<0.001)",8557,8733,True
5799986,13499,significantly decreased,The EndoIrrigator Plus group extruded significantly less debris than PUI and conventional syringe groups (P < 0.05),4484,4616,True
5777641,12480,significantly decreased,the participants in the experimental group reported significantly lower scores on the SCL-90,49341,49434,True
5860698,13550,no significant difference,the CVD risk strategy did not appear to be more beneficial than the SBP strategy,19435,19515,True
1994017,11662,significantly decreased,"In patients undergoing major orthopedic surgery, fondaparinux reduced the incidence of venous thromboembolism by more than 50% (p<0.001) compared with the low-molecular-weight heparin, enoxaparin",13120,13315,True
5388709,13426,no significant difference,"BA supplementation had no effect on voluntary or electrically evoked isometric force production, or twitch electromechanical delay and time-to-peak tension.",5921,6078,True
2921405,13777,no significant difference,Incidence of dysentery episodes was reduced by 21% (95% CI: 0 to 38%; p = 0.05),7067,7146,True
3717757,13822,no significant difference,"LR genotype persistent infections were non-significantly higher in the control (36.4%, 12/33) compared with the vaccine arm (22.1%, 15/68; p=0.13).",44283,44430,True
3671244,12382,significantly decreased,"The number of clusters that did not receive any referrals to community occupational therapy services was significantly higher in the control group at both 6 months (χ2 9,27; 1 ; p = .002)",34663,34861,True
5745479,13643,significantly increase,"a significantly higher proportion of any AE (diarrhoea or nausea or rash) was reported in the amoxicillin group compared to placebo (OR = 1.31, 95% CI 1.05–1.64)",12363,12526,True
1849920,13852,no significant difference,The amalgam and composite groups also did not differ significantly in the cumulative number of restored surfaces over the trial (p = 0.10).,21330,21486,True
5737953,13692,significantly increase,94.7% of patients treated with propolis and 68.4% of patients treated with aciclovir received efficacy assessments of “good” to “very good.” Differences were statistically significant at all visits,26111,26309,True
5805261,13748,no significant difference,"Ablation volume was not significantly different between SB-RFA and SM-RFA groups (61.8±24.3 vs.54.9±23.7 cm3, p = 0.229).",15832,15984,True
3524756,12702,no significant difference,Average population CVD risk decreased from 32.9% to 29.4% (p <0.001) in the NHS Health Check only group and from 31.9% to 29.2% (p <0.001) in the NHS Health Check plus additional lifestyle support group. There was no significant difference between the two groups,5685,5947,True
1578575,13570,significantly decreased,"In Group B (tamoxifen 10 mg/day), the mean percentage of nuclei stained by Ki-67 (MIB-1) was 24.69% before and 10.43% after tamoxifen treatment. Mean percentage of nuclei stained by estrogen receptor (1D5) was 59.53% before and 25.99% after tamoxifen treatment. Mean percentage of nuclei stained by progesterone receptor (PgR 636), was 59.34 before and 29.59% after tamoxifen treatment. A statistically significant reduction was found with the three markers (p < 0.001).",4687,5157,True
4588430,13577,significantly decreased,"Mean consultation times were 9.8 min (IQR 8 to 12.3) for telephone consultation, and 14.3 min (11.6 to 17.0) for face-to-face consultation with an estimated reduction (95% CI) of 4.3 (2.8 to 5.7) min in consultation times (p < 0.001)",5830,6064,True
5755346,12896,significantly increase,"Subjects completed a significantly greater amount of total work (m) during the 25-s treadmill sprint following ingestion of the MIPS compared to the PLA (MIPS: 93.97 ± 6.63; PLA: 93.01 ± 7.49 m, p = 0.039).",29808,30032,True
4173571,13542,significantly decreased,"A complete response (no PONV or RAE requirement) occurred in 88%, 76% and 44% in Group G, O and D respectively; P = 0.002",14632,14770,True
1821024,12153,no significant difference,"Ten metre walk time improved after treatment in both cases (median pre-treatment time for both groups combined 10.9 seconds, post-treatment 9.1 s, and 3 months later 9.6 s). There was however no difference between treatment groups.",5609,5840,True
3702091,13754,significantly increase,"the strength and endurance training had reduced the anxiety by 27% (P = .0001), depression by 37% (P = .0001) and C-reactive proteins by 20% (P = 0.0001), in the subjects.",5256,5478,True
3793517,13551,no significant difference,H. pylori eradication rates of sequential versus standard therapy were non-significantly different.,5080,5189,True
2826289,13488,significantly increase,"Subjects who received Bacillus coagulans GBI-30, 6086 experienced borderline statistically significant improvement in the Patient Pain Assessment score (P = .052) and statistically significant improvement in Pain Scale (P = .046) vs placebo.",4237,4530,True
5845721,13513,no significant difference,No significant differences in the number of days the nurses wore the activity monitor were observed between intervention groups (p > 0.05).,33338,33497,True
4218766,13491,significantly decreased,"In both genders zofenopril similarly reduced the 1-year risk of CV morbidity and mortality vs. placebo (−39% men, p = 0.0001; −40% women, p = 0.005).",6348,6497,True
4815896,13485,significantly decreased,increases in sICAM-1 levels (p = 0.0005) occurred in the placebo group (no increases in sICAM-1 in the MPT group),9757,9888,True
5827422,12840,significantly increase,Significant benefits of intervention were also found for class-wide measures of child behaviour including the level of appropriate child behaviour (ES = 0.73) and children's interest and enthusiasm (ES = 0.98),67704,67913,True
3668104,13752,no significant difference,"The heart rate and mean arterial pressure showed a decrease, but there were no significant differences among the three groups",13902,14027,True
5788508,12458,no significant difference,No significant difference was detected in terms of systolic and diastolic blood pressures and heart rate among groups prior to the induction of anesthesia.,5822,5977,True
3525031,13582,no significant difference,There was no difference between groups in terms of complications and supplementary analgesic use.,4833,4930,True
1208905,13622,no significant difference,"For all analyses, patients receiving true acupuncture reported slightly higher scores at follow-up, approximately equivalent to 10% of baseline. Patients in both groups improved, but no important differences between groups emerged",27920,28151,True
5388709,13428,significantly increase,"In fatigued muscle, post hoc analysis showed that HRT percentage change was significantly different between the BA (−25 ± 34 ms; −19 ± 26%) and PLA (8 ± 16 ms; 0 ± 15%) group with a large effect reported (P = 0.05, Cohen’s d = 0.9).",36331,36615,True
5852975,11970,significantly decreased,Increased optimism and control over the future	3.81 ± 0.55	4.27 ± 0.47	0.03,38124,38238,True
3661555,13812,no significant difference,Return-to-work rates were 86% and 83% (p = 0.6) for the intervention group and control group,7509,7602,True
4951149,13678,significantly decreased,The number of observed species (alpha-diversity) was significantly lower in the stools collected after the HCD (an average of 615 species) compared with those collected after the WSD (675 species) (P < 0.0001).,65538,65765,True
3872586,12551,significantly decreased,"intact tubes were detected in 3 cases in the transabdominal group and 18 cases in the transumbilical group (P < 0.001, OR: 51.0, CI 95%: 7.56-343.73).",15177,15344,True
4588672,13675,significantly increase,"At 12 weeks, the treatment group reported better subjective communication abilities (mini-CAL) than the no-intervention group (p=0.019)",8986,9122,True
1915628,11339,no significant difference,No differences were observed between the Mfb and EC group for outcome and subjects in both intervention groups showed comparable chances for improvement in pain intensity,3976,4147,True
4756971,13527,significantly decreased,The average VAS pain at 1 and 4 hours after the operation in the study group were significant lower in the control group (P≤0.001 and 0.026).,4278,4419,True
4757000,13587,significantly increase,Mean operation time was 24.25±3.41 (18–28) minutes in the TOS group and 16.30±1.65 (14–20) minutes in the single-incision sling group (p<0.05).,22318,22462,True
4173566,13278,no significant difference,mean arterial pressure did not show a significant difference.,5125,5187,True
4710520,13440,no significant difference,Diurnal IOP showed no difference between the groups,5834,5886,True
5845829,12843,no significant difference,No difference was seen in PD-1 expression on CD8 T cells among the groups,25087,25160,True
4390525,13882,significantly decreased,The best results of saphenous nerve regeneration were observed in G4 (one out of 20 patients – 5% in both IC–SD and FvF studies) and the worst in G1 (seven out of 20 patients – 35% in IC–SD examinations and nine out of 20 patients – 45% in FvF studies) groups,30321,30580,True
4390525,13882,significantly decreased,"Differences between groups	G1:G3 = 0.0103	G1:G2 = 0.0224	G1:G2 = 0.0309	
G1:G4 = 0.0248	G1:G4 = 0.0007	G1:G4 = 0.0084",29290,29711,True
4161888,12280,no significant difference,Mortality rates at 28 and 90 days did not differ between groups:,6605,6670,True
4161875,13699,significantly decreased,A significant reduction in daily nursing workload for glucose control was found in the intervention group (17 versus 36 minutes; P <0.001).,6140,6296,True
5446277,13087,no significant difference,"There were no differences in comprehension score (16.8 ± 5.7 v. 16.3 ± 3.5), subjective understanding (median 6.0 v. 6.5), or overall satisfaction with consent (median 7.0 v. 6.5) between control and intervention groups (all p>0.50).",4698,4932,True
1851720,11650,no significant difference,There were no significant differences in the cognitive function scores between the two arms,34131,34222,True
3634264,13833,no significant difference,"This study showed that after one month of L-carnitine or placebo therapy there was no significant improvement in flow mediated dilation (p = 0.80 and p = 0.59, respectively) or decrease in carotid intima-media thickness (p = 0.12 and p = 0.50, respectively).",4849,5107,True
3398966,13891,significantly decreased,"Overall, 86 (9.9%) intervention participants and 111 (12.9%) control participants died during the study period, representing a 25% lower relative risk of death (unadjusted hazard ratio [HR] 0.75 [95% CI 0.57–1.00], p = 0.047) among the intervention group",84919,85190,True
3580671,12418,significantly increase,Microbiological success rate was higher in the Infusion group as opposed to the Bolus group (90.6% vs. 78.4%; P = 0.020).,5795,5934,True
4733100,13793,no significant difference,ntervention participants had significantly increased odds of meeting ≥ 150 min/week of moderate-equivalent physical activity at 6 months (OR = 6.26; 95% CI: 1.26–31.22; p = 0.03) and borderline significantly increased odds at 12 months (OR = 4.73; 95% CI: 0.98–22.76; p = 0.053).,5858,6137,True
4236282,11770,no significant difference,NPC BDI scores at post-treatment assessment were significantly lower when compared to UC (p=0.009) but not MIC (p=0.195).,26213,26368,True
3664320,13666,significantly increase,The objective response rate was 52.0% for axitinib and 3.4% for sorafenib (P = 0.0001).,7631,7736,True
4173571,13545,no significant difference,"Post-operative sedation (Grade 2 and 3) was observed in 20%, 44% and 20% of patients in Group G, O and D respectively; P = 0.092",16528,16673,True
3646875,13854,no significant difference,"the ontologies developed after specific training were only slightly but not significantly closer to the gold standard ontologies than the ontologies developed without prior specific training; (b) although significant differences for certain ontologies were detected, the intra-group similarity was not consistently influenced in one direction by the differential training.",7567,7940,True
5753932,13888,significantly increase,Exercise in cooler room temperature increased maximum voluntary contraction force (p = 0.010),5926,6037,True
5827033,12001,significantly decreased,"Time to nasogastric tube removal in the TEA group was earlier than in the control group (4.22 ± 1.01 vs 4.97 ± 1.67 d, P = 0.049),",7618,7782,True
5976899,13797,no significant difference,"Comparing the gains of the participants in the two groups indicated that pain, NDI, right/left neck rotation, left lateral flexion ROM, and mental health subcategory of SF-36 had similar improvement rate in both groups (p > 0.05) (",18570,18818,True
4757000,13584,significantly increase,"subjective cure rates were found higher in TOS group (75% versus 55%, p=0.190).",5207,5287,True
5789502,13614,significantly decreased,"the difference in HRs was significantly lower in Group D0.3 from 5 min till 15 min of the surgery (P < 0.05),",4560,4709,True
3580299,12409,no significant difference,Thirty-nine of 41 (95.1%) patients in group 1 and 40 of 43 (93.0%) patients in group 2 ultimately passed stones (p=0.96),4577,4697,True
5435086,13817,significantly decreased,"There was a total of 35 and 66 severe exacerbations in the SMART and Standard groups respectively; relative rate (95% CI) 0·54 (0·36 to 0·82), P = 0·004.",25930,26101,True
5777419,13505,significantly decreased,"Compared with baseline, there was a significant reduction in the probiotic group at 6-month follow-up, while for the antibiotic group it occurred at all times (p<0.017).",46321,46490,True
5599826,13425,significantly increase,AR group also showed meaningfully (p<0.05) improved results in morse fall scale.,11920,12000,True
4756971,13530,significantly increase,the first analgesic demand were significantly lower and longer in study group.,4483,4562,True
4717613,13512,significantly decreased,The mean chest tube drainage time was 6 (1–42) days in the control group against 4 (2–15) days for the nutrition program group (p = 0.019).,5624,5780,True
5799931,11883,significantly decreased,Significantly a higher number of blastocysts were obtained in Group B than Group A (4.00 vs. 3.04; P = 0.023).,5870,6000,True
4736250,13887,significantly increase,"Significant differences were observed between groups at post-test for the fibre intake score (p = 0.004), fat intake score (p < 0.001), fruit intake (p = 0.001), and vegetable intake (p < 0.001).",34571,34837,True
1849920,13851,no significant difference,he amalgam and composite groups also did not differ significantly in the cumulative number of restored surfaces over the trial (p = 0.10),21331,21485,True
3666925,13710,significantly increase,". Morphine-induced postconditioned patients had lower peak inotropic score (5.7 ± 2.4 versus 8.4 ± 3.6, p<0.0001) and shorter duration of mechanical ventilation as well as ICU stay (20.6 ± 6.8 versus 28.5 ± 8.3 hours, p<0.0001 and 40.4 ± 10.3 versus 57.8 ± 15.2 hours, p<0.0001, respectively), while higher left ventricular ejection fraction as well as cardiac output (0.57±0.15 versus 0.51±0.13, p=0.0467 and 1.39 ± 0.25 versus 1.24 ± 0.21 L/min, p=0.0029, respectively) as compared to the control group",5518,6023,True
5827422,12842,significantly increase,"Significant benefits of intervention were found for teachers’ positive [effect size (ES) = 3.35] and negative (ES = 1.29) behaviours to the whole class and to high-risk children (positive: ES = 0.83; negative: ES = 0.50) and for observer ratings of class-wide child behaviour (ES = 0.73), child interest and enthusiasm (ES = 0.98), teacher warmth (ES = 2.03) and opportunities provided to share and help (ES = 5.72).",5298,5715,True
3661555,13815,no significant difference,Work functioning and costs did not differ statistically between groups,7980,8051,True
3474775,11808,significantly decreased,"Participants randomized to lisinopril vs. L-placebo had significant declines in diastolic BP (−3.3 mmHg, p = 0.05), hsCRP (−0.61 µg/mL, p = 0.02) and TNF-α (−0.17 pg/mL, p = 0.04).",8303,8484,True
1887535,11250,significantly decreased,"On day-21, gametocyte prevalence in SP group was significantly higher than the two combinatory treatments (AQ+SP and AQ+AS).",29257,29381,True
3931289,13623,no significant difference,There was no significant difference in time to first pulmonary exacerbation (log rank test p = 0.3169).,5114,5217,True
1887535,11254,no significant difference,"ACPR to AQ, SP, AQ+SP and AQ+AS did not differ significantly on day-14 or day-28 (PCR-uncorrected and -corrected).",20626,20740,True
5789504,12484,significantly decreased,The mean time taken to intubate with Macintosh laryngoscope was 50.34 ± 26.76 s whereas with C-MAC D-Blade time taken was 39.56 ± 15.65 s in Group C (P < 0.05) and is statistically significant,16470,16680,True
5799986,13500,significantly decreased,PUI group extruded significantly less debris than conventional syringe irrigation group (P < 0.05).,4630,4750,True
1977297,11639,significantly increase,"When these same histological characteristics were used to compare survival, the capacity to separate invasive cancers into two groups having good and poor survival probabilities was evident, with a significant improvement for the screen detected poor survival group compared with controls (P less than 0.05).",3191,3499,True
32174,11172,significantly decreased,"PHR group patients were more satisfied with the recovery they had made (79% vs. 59%, p=0.04), but felt less able to talk to staff about their problems (61% vs. 82%, p=0.02)",4735,4908,True
1888710,11325,,no comparison between girls groups,-1,-1,False
4733100,13792,significantly increase,intervention participants had significantly increased odds of meeting ≥ 150 min/week of moderate-equivalent physical activity at 6 months (OR = 6.26; 95% CI: 1.26–31.22; p = 0.03),5857,6036,True
5741924,12313,no significant difference,"There were also no differences between the two groups in mean gestational weight gain, gestational diabetes, birth weight, infant length, and head circumference.",8693,8854,True
1693563,11416,no significant difference,"Placebo injection had no significant (p > 0.05) effect on the forced expiratory spirogram, heart rate, minute ventilation (Ve), or respiratory sensation. Similarly, adenosine injection caused no significant changes (p > 0.05) in the forced expiratory spirogram;",3650,3912,True
5812877,11841,significantly increase,"Participants' skin temperature, tympanic temperature, body weight changes, heart rate, ratings of perceived exertion, and plasma volume changes were significantly higher (p < 0.05) in the hot trial compared to the cool trial",5618,5859,True
59899,11375,no significant difference,No postoperative morbidity or mortality occurred in either group.,4429,4494,True
3635594,13618,significantly decreased,"MSF treatment accumulated significant AChE inhibition as compared with control (F(1,8) = 212.000, P < 0.001)",31979,32133,True
5561409,11821,no significant difference,"For spindle frequency activity, theta, beta1, and beta2 activity, no statistical differences were observed.",20120,20227,True
2797956,13603,no significant difference,"A trend to better control was observed only from 2200 to 200 during closed-loop phases (6.2 ± 0.4 vs. 7.9 ± 0.9 mmol/l, P = 0.069",28476,28622,True
5498708,12861,significantly increase,"Response to treatment (a reduction of at least 25% in the signs) in the group taking methylphenidate plus PUFA was 90% (18 patients) and in methylphenidate plus placebo group, it was 60% (12 patients) (p=0.028).",5197,5408,True
3636850,13636,no significant difference,No significant difference was seen in DMFT and deft between the fluoridated and non-fluoridated groups,4397,4500,True
3661336,11833,significantly increase,The t-test revealed a significant difference of the mean fitness increases between experimental and control groups (p = 0.03).,31176,31320,True
5827507,13673,significantly decreased,"Synergistic use of 5% KNO3 and diode laser (Group 3) significantly reduced the DH pain,",4563,4662,True
3757635,13564,significantly decreased,"The median surgical time was statistically significantly lower at 11 min (range 9 min to 15 min) in the glue group, compared to 21 min (range 12 min to 28 min) for the suture group (P < 0.05).",3827,4039,True
3493722,11906,no significant difference,"There was no significant difference in the eradication rate, patient compliance or rate of adverse events between the two groups.",7427,7557,True
4497726,12253,significantly increase,"Within the 3 exercising groups, AE were more common (X2[2] = 11.3, p = 0.003) in individuals exercising at 150min/wk (n = 40, 35 mild) and 225 min/wk (n = 36, 34 mild) than 75 min/wk (n = 15, 15 mild).",48998,49266,True
5781264,12160,significantly increase,"Significantly greater energy (mean (SD) 1712 (511) calories vs. 1130 (601) calories, p < 0.0001) and proportion of estimated energy requirement (mean (SD) 83 (25) % vs. 53 (29) %, p < 0.0001) from EN and/or PN was delivered to the intervention group compared to usual care.",13353,13664,True
5822856,13535,no significant difference,"Insole wearing time was 6 h/day (±2.4, 2.2–12) in G1 and 6.2 h/day (±2.7, 1.9–12) in G2. No significant difference was found between groups (p=0.91).",20437,20604,True
4021157,12657,no significant difference,Differences between the three groups in the level of state anxiety as measured by the STAI at each of the time points were very small and not statistically significant,36241,36409,True
3478157,12369,significantly increase,"In subjects receiving VXP, the IIEF-Erectile Function (EF) scores improved significantly as compared to placebo.",5265,5378,True
5055753,13481,significantly decreased,Those administered fentanyl in the clonidine group 105 ± 30.8 was significantly lower than that for the midazolam group 165 ± 34.5 (P = 0.0018). T,5129,5276,True
5629746,12442,no significant difference,"The PaCO2 values were similar between the two groups (p=0.591,",17347,17438,True
5629746,12445,significantly decreased,"Discomforts related to the interface and symptoms of airway dryness were significantly lower in the HFNC group than those in the air entrainment mask group [3(3-4.5) vs. 7(6-8); 3(2-3.5) vs. 5(4.7-6), both p<0.001]",17863,18128,True
5976949,12886,significantly increase,leptin/adiponectin ratio (LAR) was increased in GDM2 compared to controls and GDM1 (p = 0.038) and did not differ between GDM1 and controls,6321,6481,True
5557991,11781,significantly increase,following ketamine administration compared to midazolam (P=0.002); movement of children decreased with fewer incidence of treatment interruption (P=0.001) while their sleepiness increased (P=0.003).,4569,4767,True
34114,11668,significantly decreased,The data suggest a statistically significant reduction in the number of tender joints (P < 0.008),6810,6926,True
5976307,13097,no significant difference,"Sedation-related outcomes such as induction time (P = .833), total procedure time (P = .111) and awake time (P = .070) were not different",20276,20466,True
4210953,13459,no significant difference,"there were no statistically significant differences between intervention and control groups on treatment completion, treatment length, number of sessions attended, or DNA rate.",29289,29466,True
5866733,13629,significantly decreased,"the differences in NH3 levels were significant after cardiopulmonary bypass (37.8±10.26 vs. 47.0±14.57, for Group 1 and 2, respectively, p<0.05, unpaired t test), at 24th hour (39.0±8.80 vs. 55.4±19.64, for Group 1 and 2, respectively, p<0.05, unpaired t test) and at 48th hour (40.1±8.44 vs. 53.2±20.15, for Group 1 and 2, respectively, p<0.05, unpaired t test)",15038,15537,True
4525725,13498,significantly increase,"Participants were significantly more likely to agree that the tailored feedback was ‘relevant to me’ compared to the generic feedback, Fisher’s exact: χ2(1, N = 87) = 5.22, p = .03,",26472,26716,True
2826289,13489,no significant difference,There were no significant differences in the physician global assessment or physician assessment of painful and swollen joints.,17196,17324,True
4028193,13766,significantly increase,"The iCBT program showed a significant effect on BDI-II (t = −1.99, p<0.05).",44472,44547,True
4589005,12850,significantly decreased,DSG 1% treatment also resulted in significantly greater reductions in ankle swelling than placebo.,5082,5182,True
1847837,11588,no significant difference,"No significant differences in lung function (active-placebo) were found (Forced Expiratory Volume in 1 second: mean difference [95% CI] = 0.01 [-0.12 to 0.14] L, p = 0.9. Peak Expiratory Flow: -4.08 [-35.03 to 26.89]. L/min, p = 0.8).",4794,5028,True
5440036,13436,significantly increase,Fewer patients in Group P2.5 did not experience any nausea or vomiting throughout the study (49%) compared with those in Group P7.5 (67%) and Group P+D (81%; P<0.01).,5067,5253,True
3474842,12540,no significant difference,"Deaths, hospitalisations and pneumonia were non-significantly reduced in the T&P allocated facilities.",10303,10406,True
5812877,11843,significantly increase,"Participants' skin temperature, tympanic temperature, body weight changes, heart rate, ratings of perceived exertion, and plasma volume changes were significantly higher (p < 0.05) in the hot trial compared to the cool trial.",5618,5860,True
3636944,12624,,no statistical comparison,-1,-1,False
5827042,13637,significantly decreased,". Out of the 9 patients who experienced treatment failure, 8 (88.90%) patients were in dexmedetomidine group and 1 (11.10%) was in the midazolam group (p = 0.029).",15201,15365,True
3687098,13568,no significant difference,"For the composite endpoint of pancreatitis (which included the MedDRA terms “pancreatitis” and “pancreatitis acute”), the incidence rates were similar for both groups",45662,45829,True
4710520,13444,no significant difference,Diurnal OPP and DOPP also showed no statistically significant difference between the groups,6133,6225,True
5758845,13251,no significant difference,"systolic blood pressure (SBP), diastolic blood pressure (DBP), pulse, AST, ALT, blood urea nitrogen (BUN), and creatinine did not show significant difference between SJDBT group and placebo group",21286,21483,True
1968524,11402,significantly increase,The median WHO score for haematological toxicity was 4 for bolus therapy and 3 for CI therapy (P = 0.0007,2496,2602,True
5851005,12916,significantly increase,A CR was achieved by 80.0% in the aprepitant group compared with 56.0% in the standard group during the OP (P =0.018),6229,6346,True
5096778,13869,no significant difference,"When CM participants were on ibudilast treatment, they did not experience reduced frequency of moderate to severe headache compared with placebo treatment (P=0.9)",23871,24051,True
3769981,12769,significantly increase,Increases from baseline in serum calcium were observed for the paricalcitol 1-μg/day (0.16 mg/dL; P = 0.039 versus placebo) and 2-μg/day groups (0.48 mg/dL; P < 0.001 versus placebo),24427,24610,True
5791430,12722,no significant difference,"there was no significant difference in mean total age (P = 0.23), working experience (P = 0.12), and working hours of the nurses (P = 0.41),",15875,16066,True
5769198,12113,no significant difference,"Mental health scores showed significant improvement between groups after 5 years (P = 0.058) with YLSP group showing better results than CLSP group. There was nonsignificant change in YLSP group (3.20%, P = 0.203) and in CLSP group (−2.09%, P = 0.640) after 5 years.",19965,20282,True
3714284,12191,no significant difference,"There was no evidence of statistically significant protection against HPV31, 51, 52, 56, 39, or 6/11(",58087,58188,True
3666914,12716,significantly increase,"The majority, 68.7% in the intervention group no longer met ICD-10 criteria for depression on the CIS-R (‘recovered’) compared to 38.5% of those receiving usual care",38140,38306,True
3666914,12716,significantly increase,"continuous CIS-R mean scores were lower for the intervention group compared with the usual care group at 15 weeks post-randomisation. After adjustment for baseline CIS-R score and the 4 key design variables (age, depression severity, current symptom duration and history of depression), the intervention group had a mean CIS-R score that was 10 points lower than those in the usual care group at 15 weeks",44509,44914,True
5732507,13769,no significant difference,"There were no significant differences between SC and EI on infant HIV status at 6 weeks and at 12 months,",9678,9785,True
2365957,13452,no significant difference,"CD4+ counts showed a similar pattern of increase over the course of the study in the FPV/r100 and ATV/r100 arms, with no statistically significant differences in magnitude of CD4+ count increase at any study visit",23528,23741,True
